source_dataset,source_group,source_split,filename,box_index,class_name,x,y,width,height,image_width,image_height,canonical_class
kaggle_plate_license_recognition,05416ac5-4757-492d-b47a-9d993cd47b61_jpg,test,05416ac5-4757-492d-b47a-9d993cd47b61_jpg.rf.8bd8145684d83c13cd8df434fd90f00a.jpg,1,LicensePlate,170,174,212.0,200.0,640,640,license_plate
kaggle_plate_license_recognition,058372b4-390a-4fa6-95a4-b9d182053616_jpg,train,058372b4-390a-4fa6-95a4-b9d182053616_jpg.rf.434d35f1c5f0a274438f2f323bd6affc.jpg,1,LicensePlate,223,237,177.0,163.0,640,640,license_plate
kaggle_plate_license_recognition,058372b4-390a-4fa6-95a4-b9d182053616_jpg,train,058372b4-390a-4fa6-95a4-b9d182053616_jpg.rf.b33290b36dcf173fb1caf301251fb115.jpg,1,LicensePlate,223,237,177.0,163.0,640,640,license_plate
kaggle_plate_license_recognition,058c6fbc-ab46-4309-b03b-3a1a52cbf90b_jpg,valid,058c6fbc-ab46-4309-b03b-3a1a52cbf90b_jpg.rf.750f7a9362a5e4584408a01eb7bd9f67.jpg,1,LicensePlate,243,272,151.0,139.0,640,640,license_plate
kaggle_plate_license_recognition,058c6fbc-ab46-4309-b03b-3a1a52cbf90b_jpg,train,058c6fbc-ab46-4309-b03b-3a1a52cbf90b_jpg.rf.9b373095f3136439407656907624a5e9.jpg,1,LicensePlate,244,271,151.0,140.0,640,640,license_plate
kaggle_plate_license_recognition,058c6fbc-ab46-4309-b03b-3a1a52cbf90b_jpg,test,058c6fbc-ab46-4309-b03b-3a1a52cbf90b_jpg.rf.c56f453293bb8fdc5db353325cd62241.jpg,1,LicensePlate,243,272,151.0,139.0,640,640,license_plate
kaggle_plate_license_recognition,059dd199-e25e-4398-a756-041a3d40b88c_jpg,train,059dd199-e25e-4398-a756-041a3d40b88c_jpg.rf.b65b67aeb9dbf63929d5612b54a01b46.jpg,1,LicensePlate,309,307,151.0,159.0,640,640,license_plate
kaggle_plate_license_recognition,05b36b5a-f28f-4d5a-b576-2d18113ebd44_jpg,valid,05b36b5a-f28f-4d5a-b576-2d18113ebd44_jpg.rf.16e6e43f9039da1c96ac4bf932f149c7.jpg,1,LicensePlate,230,203,93.0,92.0,640,640,license_plate
kaggle_plate_license_recognition,05e883cd-fedb-455a-9100-4041377ec38e_jpg,train,05e883cd-fedb-455a-9100-4041377ec38e_jpg.rf.150b51b86821602711b0d1bbaacb7e09.jpg,1,LicensePlate,251,352,126.0,132.0,640,640,license_plate
kaggle_plate_license_recognition,05fe2b27-bec0-4d84-9f29-50a2077da4d8_jpg,train,05fe2b27-bec0-4d84-9f29-50a2077da4d8_jpg.rf.04175cde7085139e771d0ce9c5861b5c.jpg,1,LicensePlate,240,264,134.0,145.0,640,640,license_plate
kaggle_plate_license_recognition,0615c570-9307-4003-9383-556a58c12c77_jpg,train,0615c570-9307-4003-9383-556a58c12c77_jpg.rf.9f591737d450a5e618059415cd43986c.jpg,1,LicensePlate,234,264,93.0,100.0,640,640,license_plate
kaggle_plate_license_recognition,0615c570-9307-4003-9383-556a58c12c77_jpg,train,0615c570-9307-4003-9383-556a58c12c77_jpg.rf.a358a96e38310aa0bf791b3cc7bd62e2.jpg,1,LicensePlate,234,264,92.0,101.0,640,640,license_plate
kaggle_plate_license_recognition,063424bf-1508-4d97-a9c3-f714e9f42894_jpg,train,063424bf-1508-4d97-a9c3-f714e9f42894_jpg.rf.912f63ee948886075f51044d04aa4d67.jpg,1,LicensePlate,257,227,102.0,112.0,640,640,license_plate
kaggle_plate_license_recognition,0659b07c-c588-4c0d-b348-f7c9e29d9c76_jpg,train,0659b07c-c588-4c0d-b348-f7c9e29d9c76_jpg.rf.7f09b90d4d3f6d1f0ddc6f4bf260c520.jpg,1,LicensePlate,239,221,147.0,131.0,640,640,license_plate
kaggle_plate_license_recognition,0659b07c-c588-4c0d-b348-f7c9e29d9c76_jpg,train,0659b07c-c588-4c0d-b348-f7c9e29d9c76_jpg.rf.d38357aabfd6f7543154a9eb2a3d235c.jpg,1,LicensePlate,239,214,149.0,142.0,640,640,license_plate
kaggle_plate_license_recognition,066057f0-d46f-4712-a887-02defbe17e11_jpg,test,066057f0-d46f-4712-a887-02defbe17e11_jpg.rf.0c27c49caa5c7885789074efe11f8d26.jpg,1,LicensePlate,257,371,108.0,86.0,640,640,license_plate
kaggle_plate_license_recognition,066057f0-d46f-4712-a887-02defbe17e11_jpg,valid,066057f0-d46f-4712-a887-02defbe17e11_jpg.rf.2dca2a158fb2a6d30b05c97fec14bf5a.jpg,1,LicensePlate,259,368,106.0,93.0,640,640,license_plate
kaggle_plate_license_recognition,066057f0-d46f-4712-a887-02defbe17e11_jpg,valid,066057f0-d46f-4712-a887-02defbe17e11_jpg.rf.72b7eeab6ee1dcad3a8dcea676e630d3.jpg,1,LicensePlate,257,370,108.0,86.0,640,640,license_plate
kaggle_plate_license_recognition,069111d7-b23a-4afe-9abb-b7eba45a63d2_jpg,train,069111d7-b23a-4afe-9abb-b7eba45a63d2_jpg.rf.5a3ea7d58d3a58058adc5753b5d76b34.jpg,1,LicensePlate,277,246,135.0,134.0,640,640,license_plate
kaggle_plate_license_recognition,069111d7-b23a-4afe-9abb-b7eba45a63d2_jpg,train,069111d7-b23a-4afe-9abb-b7eba45a63d2_jpg.rf.99b10194b64bf62afc59bc6a69f886d1.jpg,1,LicensePlate,291,255,99.0,109.0,640,640,license_plate
kaggle_plate_license_recognition,06d390dd-ed8e-4e27-b918-e7b39606320d_jpg,valid,06d390dd-ed8e-4e27-b918-e7b39606320d_jpg.rf.49507de1be7ce3d1b69f88ae36974197.jpg,1,LicensePlate,277,231,81.0,82.0,640,640,license_plate
kaggle_plate_license_recognition,06d390dd-ed8e-4e27-b918-e7b39606320d_jpg,valid,06d390dd-ed8e-4e27-b918-e7b39606320d_jpg.rf.9f8179a01895f09e987967028a01a030.jpg,1,LicensePlate,277,231,81.0,82.0,640,640,license_plate
kaggle_plate_license_recognition,07154d0e-72b5-44c9-ace3-c8ca84f95977_jpg,train,07154d0e-72b5-44c9-ace3-c8ca84f95977_jpg.rf.1ef10f2cabd0365bb610a0321bca6f9f.jpg,1,LicensePlate,228,155,73.0,75.0,640,640,license_plate
kaggle_plate_license_recognition,072ddb39-82aa-4c86-909d-9ff8ac059094_jpg,valid,072ddb39-82aa-4c86-909d-9ff8ac059094_jpg.rf.55bcf54a2c8a1d67ddc27c046b8569f3.jpg,1,LicensePlate,335,338,107.0,93.0,640,640,license_plate
kaggle_plate_license_recognition,072ddb39-82aa-4c86-909d-9ff8ac059094_jpg,train,072ddb39-82aa-4c86-909d-9ff8ac059094_jpg.rf.c09643f46b2bef5c89b59f684485efcd.jpg,1,LicensePlate,335,338,107.0,93.0,640,640,license_plate
kaggle_plate_license_recognition,073339d3-5f89-4308-827e-2b886e4e0169_jpg,train,073339d3-5f89-4308-827e-2b886e4e0169_jpg.rf.ae9265f805663b648c1155decc56a175.jpg,1,LicensePlate,290,268,108.0,108.0,640,640,license_plate
kaggle_plate_license_recognition,073339d3-5f89-4308-827e-2b886e4e0169_jpg,valid,073339d3-5f89-4308-827e-2b886e4e0169_jpg.rf.ceb4c9488faad4c16489328b9338f7ab.jpg,1,LicensePlate,283,247,127.0,140.0,640,640,license_plate
kaggle_plate_license_recognition,074e8cbe-c52c-4720-86c2-0d4ab0a0d8c7_jpg,train,074e8cbe-c52c-4720-86c2-0d4ab0a0d8c7_jpg.rf.32f710085146352996119cce34d2f201.jpg,1,LicensePlate,263,224,111.0,111.0,640,640,license_plate
kaggle_plate_license_recognition,074e8cbe-c52c-4720-86c2-0d4ab0a0d8c7_jpg,train,074e8cbe-c52c-4720-86c2-0d4ab0a0d8c7_jpg.rf.4b7228304a61b7b602f62d637c0499d0.jpg,1,LicensePlate,260,215,133.0,154.0,640,640,license_plate
kaggle_plate_license_recognition,074e8cbe-c52c-4720-86c2-0d4ab0a0d8c7_jpg,train,074e8cbe-c52c-4720-86c2-0d4ab0a0d8c7_jpg.rf.6520554d03275a4ed47ddd945e784a36.jpg,1,LicensePlate,260,215,133.0,154.0,640,640,license_plate
kaggle_plate_license_recognition,074e8cbe-c52c-4720-86c2-0d4ab0a0d8c7_jpg,train,074e8cbe-c52c-4720-86c2-0d4ab0a0d8c7_jpg.rf.bfd28f767fb3312ded9ad3e5be85e1fa.jpg,1,LicensePlate,264,224,111.0,111.0,640,640,license_plate
kaggle_plate_license_recognition,07610cca-73c7-4a50-8cd6-a7e444803aae_jpg,valid,07610cca-73c7-4a50-8cd6-a7e444803aae_jpg.rf.aef4874208e6289ca6674b064e0d41b5.jpg,1,LicensePlate,243,193,134.0,126.0,640,640,license_plate
kaggle_plate_license_recognition,077d1b5f-2ce1-4031-a91b-b3e73227dfb7_jpg,train,077d1b5f-2ce1-4031-a91b-b3e73227dfb7_jpg.rf.72871adfc4351655e58033861c7eca14.jpg,1,LicensePlate,287,255,87.0,78.0,640,640,license_plate
kaggle_plate_license_recognition,077d1b5f-2ce1-4031-a91b-b3e73227dfb7_jpg,train,077d1b5f-2ce1-4031-a91b-b3e73227dfb7_jpg.rf.72871adfc4351655e58033861c7eca14.jpg,2,LicensePlate,257,485,110.0,108.0,640,640,license_plate
kaggle_plate_license_recognition,07b9afeb-73e3-4576-8b36-2d896874d276_jpg,valid,07b9afeb-73e3-4576-8b36-2d896874d276_jpg.rf.63aee6966e67d25be1fae42f9b397408.jpg,1,LicensePlate,183,200,190.0,270.0,640,640,license_plate
kaggle_plate_license_recognition,07b9afeb-73e3-4576-8b36-2d896874d276_jpg,train,07b9afeb-73e3-4576-8b36-2d896874d276_jpg.rf.6b9f6441983312376f44ca60eb7b0615.jpg,1,LicensePlate,204,226,133.0,197.0,640,640,license_plate
kaggle_plate_license_recognition,07b9afeb-73e3-4576-8b36-2d896874d276_jpg,valid,07b9afeb-73e3-4576-8b36-2d896874d276_jpg.rf.6fd9449b75034d78ea0eeedb3fe15f59.jpg,1,LicensePlate,204,225,132.0,197.0,640,640,license_plate
kaggle_plate_license_recognition,07b9afeb-73e3-4576-8b36-2d896874d276_jpg,train,07b9afeb-73e3-4576-8b36-2d896874d276_jpg.rf.b47e16a6ea231c54ee8739c94cb502df.jpg,1,LicensePlate,198,204,157.0,251.0,640,640,license_plate
kaggle_plate_license_recognition,07dddc50-6f54-4536-b6e5-c4281d5c80fd_jpg,train,07dddc50-6f54-4536-b6e5-c4281d5c80fd_jpg.rf.41e37080d8587d8d3997e9a40bb10d23.jpg,1,LicensePlate,262,412,102.0,85.0,640,640,license_plate
kaggle_plate_license_recognition,07dddc50-6f54-4536-b6e5-c4281d5c80fd_jpg,train,07dddc50-6f54-4536-b6e5-c4281d5c80fd_jpg.rf.6cda29c236c765bf5415c5d78d8d2faa.jpg,1,LicensePlate,265,411,101.0,102.0,640,640,license_plate
kaggle_plate_license_recognition,0818ee8c-a6c0-4714-b585-6caa812fe645_jpg,valid,0818ee8c-a6c0-4714-b585-6caa812fe645_jpg.rf.384f834a5cbfb9ec57f9a6ef930cfe5c.jpg,1,LicensePlate,439,300,77.0,97.0,640,640,license_plate
kaggle_plate_license_recognition,0818ee8c-a6c0-4714-b585-6caa812fe645_jpg,train,0818ee8c-a6c0-4714-b585-6caa812fe645_jpg.rf.b07196484e4eda33685c53196f0266ca.jpg,1,LicensePlate,439,300,77.0,97.0,640,640,license_plate
kaggle_plate_license_recognition,0818ee8c-a6c0-4714-b585-6caa812fe645_jpg,test,0818ee8c-a6c0-4714-b585-6caa812fe645_jpg.rf.c0b24197ac6944f7227b50fffdb9e034.jpg,1,LicensePlate,439,300,77.0,97.0,640,640,license_plate
kaggle_plate_license_recognition,0818ee8c-a6c0-4714-b585-6caa812fe645_jpg,train,0818ee8c-a6c0-4714-b585-6caa812fe645_jpg.rf.d682fc94b09fe77670a8ba45f7eed12d.jpg,1,LicensePlate,445,312,63.333,72.593,640,640,license_plate
kaggle_plate_license_recognition,081f724c-3e16-4af5-bf2f-11994df747f4_jpg,train,081f724c-3e16-4af5-bf2f-11994df747f4_jpg.rf.35ce22cf00e136ddd0d7aee4d4ef99c6.jpg,1,LicensePlate,335,346,102.0,71.0,640,640,license_plate
kaggle_plate_license_recognition,0844bf15-4c10-4d4a-ad72-fa4d2e9da38a_jpg,train,0844bf15-4c10-4d4a-ad72-fa4d2e9da38a_jpg.rf.0e465a2dcf5540c0f8aa8a18e3b60931.jpg,1,LicensePlate,241,462,175.0,129.0,640,640,license_plate
kaggle_plate_license_recognition,0844bf15-4c10-4d4a-ad72-fa4d2e9da38a_jpg,train,0844bf15-4c10-4d4a-ad72-fa4d2e9da38a_jpg.rf.c73f0a36b99510838b503f9022fd0507.jpg,1,LicensePlate,241,462,175.0,129.0,640,640,license_plate
kaggle_plate_license_recognition,089a4b5e-03f4-4bb5-860c-fd7fdd2624f4_jpg,train,089a4b5e-03f4-4bb5-860c-fd7fdd2624f4_jpg.rf.d97a3d6e427e707f3cd59382a1e71abe.jpg,1,LicensePlate,233,281,106.0,85.0,640,640,license_plate
kaggle_plate_license_recognition,08b9fa30-e0b2-4e32-b5be-a44be31bb115_jpg,train,08b9fa30-e0b2-4e32-b5be-a44be31bb115_jpg.rf.2fd1c694c23d92c4eecd6abc4fb7060d.jpg,1,LicensePlate,273,208,122.0,188.0,640,640,license_plate
kaggle_plate_license_recognition,090248cd-b6f0-4ad5-8ffb-3576f563f321_jpg,train,090248cd-b6f0-4ad5-8ffb-3576f563f321_jpg.rf.917d05f438ce6248bf94f3f06c4f8296.jpg,1,LicensePlate,243,188,129.0,128.0,640,640,license_plate
kaggle_plate_license_recognition,090248cd-b6f0-4ad5-8ffb-3576f563f321_jpg,train,090248cd-b6f0-4ad5-8ffb-3576f563f321_jpg.rf.a2a67fcca670a781836b20b83f6c9219.jpg,1,LicensePlate,243,188,129.0,128.0,640,640,license_plate
kaggle_plate_license_recognition,090248cd-b6f0-4ad5-8ffb-3576f563f321_jpg,test,090248cd-b6f0-4ad5-8ffb-3576f563f321_jpg.rf.e5d2613a97f17cea80a458e24cfea3c0.jpg,1,LicensePlate,243,194,128.0,116.0,640,640,license_plate
kaggle_plate_license_recognition,0904ecf8-dadd-49eb-967a-72cba8250155_jpg,train,0904ecf8-dadd-49eb-967a-72cba8250155_jpg.rf.7276ec76b0b5894707a801745967e9e6.jpg,1,LicensePlate,220,278,118.0,119.0,640,640,license_plate
kaggle_plate_license_recognition,09077a43-76c6-44a1-a79b-7126a0d6d92c_jpg,train,09077a43-76c6-44a1-a79b-7126a0d6d92c_jpg.rf.391f8eb4cb734ac72a65360f575976ff.jpg,1,LicensePlate,189,159,159.0,182.0,640,640,license_plate
kaggle_plate_license_recognition,09077a43-76c6-44a1-a79b-7126a0d6d92c_jpg,train,09077a43-76c6-44a1-a79b-7126a0d6d92c_jpg.rf.c13adb01353d9c454c8c7e5c93c8f3af.jpg,1,LicensePlate,189,159,159.0,182.0,640,640,license_plate
kaggle_plate_license_recognition,09077a43-76c6-44a1-a79b-7126a0d6d92c_jpg,train,09077a43-76c6-44a1-a79b-7126a0d6d92c_jpg.rf.e0ff64e675de97d1be9716b6714264ac.jpg,1,LicensePlate,198,191,142.0,124.0,640,640,license_plate
kaggle_plate_license_recognition,0907aa39-f35c-4b8f-b99e-87b4f498e787_jpg,train,0907aa39-f35c-4b8f-b99e-87b4f498e787_jpg.rf.322d51caab7ebddcf29a11633c0564df.jpg,1,LicensePlate,212,119,184.0,176.0,640,640,license_plate
kaggle_plate_license_recognition,090c97f8-fce5-431c-97c0-5efd90f50865_jpg,train,090c97f8-fce5-431c-97c0-5efd90f50865_jpg.rf.7c34dfcdf9b871a2a6ea380f0904ce75.jpg,1,LicensePlate,218,250,113.0,119.0,640,640,license_plate
kaggle_plate_license_recognition,0922dc4f-f169-49c6-8851-d97892de9684_jpg,valid,0922dc4f-f169-49c6-8851-d97892de9684_jpg.rf.21668dc63daf337bd12dfb55d88fccd2.jpg,1,LicensePlate,213,172,107.0,106.0,640,640,license_plate
kaggle_plate_license_recognition,0922dc4f-f169-49c6-8851-d97892de9684_jpg,train,0922dc4f-f169-49c6-8851-d97892de9684_jpg.rf.bd1d4c47b3fd667eb8a5cfdfce6b8fad.jpg,1,LicensePlate,222,182,88.0,95.0,640,640,license_plate
kaggle_plate_license_recognition,0927ae5d-cab9-441d-8f75-7bffe4e68722_jpg,test,0927ae5d-cab9-441d-8f75-7bffe4e68722_jpg.rf.081a71dcb113d4a3645968dba47fee0c.jpg,1,LicensePlate,244,191,100.0,137.0,640,640,license_plate
kaggle_plate_license_recognition,0927ae5d-cab9-441d-8f75-7bffe4e68722_jpg,train,0927ae5d-cab9-441d-8f75-7bffe4e68722_jpg.rf.ab19a5d02d879d27c8ef0aa9efa313ca.jpg,1,LicensePlate,244,191,101.0,137.0,640,640,license_plate
kaggle_plate_license_recognition,0942e2fc-672f-457b-83fc-9e45fb1fe3cf_jpg,valid,0942e2fc-672f-457b-83fc-9e45fb1fe3cf_jpg.rf.5adb6091d99f8c438da049df640df640.jpg,1,LicensePlate,140,320,77.0,85.0,640,640,license_plate
kaggle_plate_license_recognition,0942e2fc-672f-457b-83fc-9e45fb1fe3cf_jpg,train,0942e2fc-672f-457b-83fc-9e45fb1fe3cf_jpg.rf.e0ab6a801e5f7e6cdb4cfc207f00b266.jpg,1,LicensePlate,141,320,76.0,85.0,640,640,license_plate
kaggle_plate_license_recognition,0978e347-2bd9-4a87-baac-59b665ba49f6_jpg,valid,0978e347-2bd9-4a87-baac-59b665ba49f6_jpg.rf.586d9287bf397f6c3c5a1d745fe13019.jpg,1,LicensePlate,294,236,79.0,138.0,640,640,license_plate
kaggle_plate_license_recognition,0978e347-2bd9-4a87-baac-59b665ba49f6_jpg,valid,0978e347-2bd9-4a87-baac-59b665ba49f6_jpg.rf.88a123639d8a95651d7c5072d4f5b281.jpg,1,LicensePlate,291,227,90.0,150.0,640,640,license_plate
kaggle_plate_license_recognition,09826d0c-a1f9-49c4-8f20-c942adc22ea4_jpg,valid,09826d0c-a1f9-49c4-8f20-c942adc22ea4_jpg.rf.0a35aebd4f584693efef5034b6c08a8b.jpg,1,LicensePlate,213,172,111.0,108.0,640,640,license_plate
kaggle_plate_license_recognition,09826d0c-a1f9-49c4-8f20-c942adc22ea4_jpg,train,09826d0c-a1f9-49c4-8f20-c942adc22ea4_jpg.rf.f65f085a9a4e3bbd24082de99e7053fc.jpg,1,LicensePlate,214,172,110.0,107.0,640,640,license_plate
kaggle_plate_license_recognition,0997fe97-f96f-43a3-8f48-0359b1ee52f9_jpg,train,0997fe97-f96f-43a3-8f48-0359b1ee52f9_jpg.rf.0df2d4bfde2df2af9c87f2aa37bde520.jpg,1,LicensePlate,218,133,183.0,175.0,640,640,license_plate
kaggle_plate_license_recognition,0997fe97-f96f-43a3-8f48-0359b1ee52f9_jpg,train,0997fe97-f96f-43a3-8f48-0359b1ee52f9_jpg.rf.d8b132b618bfe93aca9d243f5486b5e2.jpg,1,LicensePlate,205,101,199.0,226.0,640,640,license_plate
kaggle_plate_license_recognition,0998cb9e-8fcd-4b2d-978b-36a082da14da_jpg,valid,0998cb9e-8fcd-4b2d-978b-36a082da14da_jpg.rf.fdb213b982ec7f25f581bdf1ba9412bd.jpg,1,LicensePlate,222,231,174.0,174.0,640,640,license_plate
kaggle_plate_license_recognition,09aa5d4c-684c-4d88-9810-919c729fd279_jpg,train,09aa5d4c-684c-4d88-9810-919c729fd279_jpg.rf.3e79f5cace5db6f3b2e9ffea41c96396.jpg,1,LicensePlate,276,229,82.0,78.0,640,640,license_plate
kaggle_plate_license_recognition,09aa5d4c-684c-4d88-9810-919c729fd279_jpg,valid,09aa5d4c-684c-4d88-9810-919c729fd279_jpg.rf.8007159715e92195bdbd0da48f61df57.jpg,1,LicensePlate,278,231,82.0,82.0,640,640,license_plate
kaggle_plate_license_recognition,09cdbc90-cba9-401c-b81e-0d8f6922d4b6_jpg,train,09cdbc90-cba9-401c-b81e-0d8f6922d4b6_jpg.rf.73cb84b462950b777030432b2d7a65d9.jpg,1,LicensePlate,233,256,141.0,155.0,640,640,license_plate
kaggle_plate_license_recognition,09cdbc90-cba9-401c-b81e-0d8f6922d4b6_jpg,test,09cdbc90-cba9-401c-b81e-0d8f6922d4b6_jpg.rf.78b5cea334e08fd0918671c61dda5ec1.jpg,1,LicensePlate,244,277,115.0,110.0,640,640,license_plate
kaggle_plate_license_recognition,09cdbc90-cba9-401c-b81e-0d8f6922d4b6_jpg,train,09cdbc90-cba9-401c-b81e-0d8f6922d4b6_jpg.rf.df6639e264677f6ae1637e1abf7bb9ce.jpg,1,LicensePlate,244,277,115.0,110.0,640,640,license_plate
kaggle_plate_license_recognition,09cf1e4e-ca55-41e8-8ddf-a2d3742b4d15_jpg,test,09cf1e4e-ca55-41e8-8ddf-a2d3742b4d15_jpg.rf.76ac5fb6ec6ad485b6027f261f01fd45.jpg,1,LicensePlate,295,176,80.0,96.0,640,640,license_plate
kaggle_plate_license_recognition,09cf1e4e-ca55-41e8-8ddf-a2d3742b4d15_jpg,train,09cf1e4e-ca55-41e8-8ddf-a2d3742b4d15_jpg.rf.ac912189fd1c7eef196114947c805fbd.jpg,1,LicensePlate,300,178,77.0,93.0,640,640,license_plate
kaggle_plate_license_recognition,09d41183-ca84-4ede-99e9-01056bf4c02a_jpg,train,09d41183-ca84-4ede-99e9-01056bf4c02a_jpg.rf.163540fd2d65d699f6df1d9ed1f54b66.jpg,1,LicensePlate,229,282,113.0,97.0,640,640,license_plate
kaggle_plate_license_recognition,09d41183-ca84-4ede-99e9-01056bf4c02a_jpg,valid,09d41183-ca84-4ede-99e9-01056bf4c02a_jpg.rf.40b011d75c36c63143286fd4da167c9a.jpg,1,LicensePlate,229,282,113.0,97.0,640,640,license_plate
kaggle_plate_license_recognition,09d5e3de-536b-4708-8b9f-4f2b9676fd33_jpg,test,09d5e3de-536b-4708-8b9f-4f2b9676fd33_jpg.rf.9b3353ea6528de9cbd90d012ce7da123.jpg,1,LicensePlate,228,256,136.0,141.0,640,640,license_plate
kaggle_plate_license_recognition,09d8990b-23a1-448f-a340-17ffb2c3b488_jpg,valid,09d8990b-23a1-448f-a340-17ffb2c3b488_jpg.rf.191f713ba458893230df92caee750366.jpg,1,LicensePlate,213,271,95.0,91.0,640,640,license_plate
kaggle_plate_license_recognition,09d8990b-23a1-448f-a340-17ffb2c3b488_jpg,train,09d8990b-23a1-448f-a340-17ffb2c3b488_jpg.rf.9f3f856b8d901b408f873a9d76e8534e.jpg,1,LicensePlate,206,254,116.0,122.0,640,640,license_plate
kaggle_plate_license_recognition,09d8990b-23a1-448f-a340-17ffb2c3b488_jpg,train,09d8990b-23a1-448f-a340-17ffb2c3b488_jpg.rf.d101d51439b6aa9fe68b750a5400df17.jpg,1,LicensePlate,206,254,116.0,122.0,640,640,license_plate
kaggle_plate_license_recognition,09d8990b-23a1-448f-a340-17ffb2c3b488_jpg,train,09d8990b-23a1-448f-a340-17ffb2c3b488_jpg.rf.fc61d01248648c4748aeab83b94fe228.jpg,1,LicensePlate,206,254,116.0,122.0,640,640,license_plate
kaggle_plate_license_recognition,0_12_hr_png_jpg,train,0_12_hr_png_jpg.rf.0f99b0e91b7305fe280ef987d3876f59.jpg,1,LicensePlate,172,286,326.0,85.0,640,640,license_plate
kaggle_plate_license_recognition,0_15_hr_png_jpg,valid,0_15_hr_png_jpg.rf.e2da1a36572ea9bb78dbcefc0b0dd3d9.jpg,1,LicensePlate,236,274,166.0,112.0,640,640,license_plate
kaggle_plate_license_recognition,0_19_hr_png_jpg,train,0_19_hr_png_jpg.rf.01b6cf24c71761b6198ca8aad14f7329.jpg,1,LicensePlate,167,265,350.0,175.0,640,640,license_plate
kaggle_plate_license_recognition,0_19_hr_png_jpg,train,0_19_hr_png_jpg.rf.92d47f6deaa6d6c73ff0e37a2c9a11d3.jpg,1,LicensePlate,167,265,350.0,175.0,640,640,license_plate
kaggle_plate_license_recognition,0_22_hr_png_jpg,train,0_22_hr_png_jpg.rf.e1623888c6d2445916bbeb40ec593680.jpg,1,LicensePlate,184,303,247.0,125.0,640,640,license_plate
kaggle_plate_license_recognition,0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg,train,0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg.rf.29b150ef1782f47324cc14e88bf3a2c4.jpg,1,LicensePlate,254,223,75.0,72.0,640,640,license_plate
kaggle_plate_license_recognition,0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg,valid,0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg.rf.39ba703ea3b98ab9342496fe4bed3002.jpg,1,LicensePlate,254,223,75.0,72.0,640,640,license_plate
kaggle_plate_license_recognition,0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg,test,0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg.rf.beb99d4c8e4121312415a08fbd092fea.jpg,1,LicensePlate,258,229,66.0,60.0,640,640,license_plate
kaggle_plate_license_recognition,0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg,test,0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg.rf.e0b845c678ee1714857d336bf3380c29.jpg,1,LicensePlate,254,223,75.0,72.0,640,640,license_plate
kaggle_plate_license_recognition,0a2bdc41-3f28-4ea8-b30f-74eebbe8e7ae_jpg,train,0a2bdc41-3f28-4ea8-b30f-74eebbe8e7ae_jpg.rf.b1e1ad6d54df459c329e04b8bb7aea19.jpg,1,LicensePlate,158,210,135.0,123.0,640,640,license_plate
kaggle_plate_license_recognition,0a4ada79-be27-4c1e-8243-31dc9c35c134_jpg,valid,0a4ada79-be27-4c1e-8243-31dc9c35c134_jpg.rf.12f93bd519581c0ce030161d106be67b.jpg,1,LicensePlate,176,293,205.0,203.0,640,640,license_plate
kaggle_plate_license_recognition,0a4ada79-be27-4c1e-8243-31dc9c35c134_jpg,valid,0a4ada79-be27-4c1e-8243-31dc9c35c134_jpg.rf.a71819c71539e0624632986a0ba3352d.jpg,1,LicensePlate,179,315,188.0,173.0,640,640,license_plate
kaggle_plate_license_recognition,0a7512fb-29e3-4168-a064-aeeff447574d_jpg,test,0a7512fb-29e3-4168-a064-aeeff447574d_jpg.rf.cbc30801f3101d0f066d94b38ec58bd1.jpg,1,LicensePlate,293,268,106.0,106.0,640,640,license_plate
kaggle_plate_license_recognition,0a7512fb-29e3-4168-a064-aeeff447574d_jpg,valid,0a7512fb-29e3-4168-a064-aeeff447574d_jpg.rf.f5618195e07dca2b2f71e90e9f1846a6.jpg,1,LicensePlate,295,271,101.0,94.0,640,640,license_plate
kaggle_plate_license_recognition,0a833c1b-9dad-4250-bbe8-ede56ee6e03c_jpg,train,0a833c1b-9dad-4250-bbe8-ede56ee6e03c_jpg.rf.63fab773ea12da6db17e1c30afd746c7.jpg,1,LicensePlate,205,217,181.0,294.0,640,640,license_plate
kaggle_plate_license_recognition,0a833c1b-9dad-4250-bbe8-ede56ee6e03c_jpg,train,0a833c1b-9dad-4250-bbe8-ede56ee6e03c_jpg.rf.8e5ab3f5c21a509bb2312dfd1fcde923.jpg,1,LicensePlate,205,217,181.0,294.0,640,640,license_plate
kaggle_plate_license_recognition,0aa74853-a1c3-44a4-b308-354c933988aa_jpg,train,0aa74853-a1c3-44a4-b308-354c933988aa_jpg.rf.680c90067fbd26f11b0e846122aa24fb.jpg,1,LicensePlate,261,478,105.0,119.0,640,640,license_plate
kaggle_plate_license_recognition,0aa91640-eb86-4d44-9a5c-b65b90dbe97a_jpg,train,0aa91640-eb86-4d44-9a5c-b65b90dbe97a_jpg.rf.51dff357c8e67f990c5d2b9563f4fbf7.jpg,1,LicensePlate,245,201,176.0,206.0,640,640,license_plate
