source_dataset,source_split,image_id,source_image_name,source_label_name,source_image_path,source_label_path,image_width,image_height,plate_instance_count,clip_required_box_count,non_clippable_box_count,max_overshoot,real_synthetic,is_negative,canonical_class,ImageID,LocalKaggleSplit,LocalFileName,OpenImagesSplit,OriginalURL,OriginalLandingURL,License,AuthorProfileURL,Author,Title,SourceMetadataURL,_source_csv
open_images_v7,train,1a5b15364757ceba,1a5b15364757ceba.jpg,1a5b15364757ceba.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1a5b15364757ceba.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1a5b15364757ceba.txt,1024,683,2,0,0,0.0,REAL,False,license_plate,1a5b15364757ceba,train,1a5b15364757ceba.jpg,train,https://c3.staticflickr.com/6/5083/5355097723_f4d6bedde1_o.jpg,https://www.flickr.com/photos/degu_andre/5355097723,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/degu_andre/,André Gustavo Stumpf,DPOE,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1a5b2739b4e289ea,1a5b2739b4e289ea.jpg,1a5b2739b4e289ea.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1a5b2739b4e289ea.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1a5b2739b4e289ea.txt,1024,492,1,0,0,0.0,REAL,False,license_plate,1a5b2739b4e289ea,train,1a5b2739b4e289ea.jpg,train,https://c3.staticflickr.com/6/5753/20763469173_64ec5a94ff_o.jpg,https://www.flickr.com/photos/55391407@N03/20763469173,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/55391407@N03/,M 93: „Dein Nordrhein-Westfalen“,"Mercedes-Benz CLA 220 d Shooting Brake OrangeArt Edition (X 117) – Heckansicht, 12. September 2015, Münster",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1a682fff938182b4,1a682fff938182b4.jpg,1a682fff938182b4.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1a682fff938182b4.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1a682fff938182b4.txt,980,1024,1,0,0,0.0,REAL,False,license_plate,1a682fff938182b4,train,1a682fff938182b4.jpg,train,https://farm5.staticflickr.com/74/183787180_2e29ccc42b_o.jpg,https://www.flickr.com/photos/nodaybuttoday/183787180,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/nodaybuttoday/,Alli,documentaryegos011_edited.JPG,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1a9a8ee791fa52d1,1a9a8ee791fa52d1.jpg,1a9a8ee791fa52d1.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1a9a8ee791fa52d1.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1a9a8ee791fa52d1.txt,1024,768,1,0,0,0.0,REAL,False,license_plate,1a9a8ee791fa52d1,train,1a9a8ee791fa52d1.jpg,train,https://farm2.staticflickr.com/164/362037272_719b972bf5_o.jpg,https://www.flickr.com/photos/dasqfamily/362037272,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/dasqfamily/,Qfamily,Interesting Message,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1aa86367d3408230,1aa86367d3408230.jpg,1aa86367d3408230.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1aa86367d3408230.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1aa86367d3408230.txt,1024,768,1,0,0,0.0,REAL,False,license_plate,1aa86367d3408230,train,1aa86367d3408230.jpg,train,https://farm1.staticflickr.com/4032/4716791344_90b8731a36_o.jpg,https://www.flickr.com/photos/martinalvarez/4716791344,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/martinalvarez/,Martin Alvarez Espinar,Záhorácky polmaratón,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1ac5b485b95c9f00,1ac5b485b95c9f00.jpg,1ac5b485b95c9f00.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1ac5b485b95c9f00.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1ac5b485b95c9f00.txt,1024,766,1,0,0,0.0,REAL,False,license_plate,1ac5b485b95c9f00,train,1ac5b485b95c9f00.jpg,train,https://farm1.staticflickr.com/3563/3686144312_7f7e61256d_o.jpg,https://www.flickr.com/photos/globalx/3686144312,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/globalx/,Global X,La Fiat,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1acfc5b2f96feaa3,1acfc5b2f96feaa3.jpg,1acfc5b2f96feaa3.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1acfc5b2f96feaa3.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1acfc5b2f96feaa3.txt,1024,768,1,0,0,0.0,REAL,False,license_plate,1acfc5b2f96feaa3,train,1acfc5b2f96feaa3.jpg,train,https://farm4.staticflickr.com/1351/541091854_83e65a8cfe_o.jpg,https://www.flickr.com/photos/rhian/541091854,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/rhian/,Rhian,Auto-collants,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1ad9250b87620a54,1ad9250b87620a54.jpg,1ad9250b87620a54.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1ad9250b87620a54.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1ad9250b87620a54.txt,1024,768,1,0,0,0.0,REAL,False,license_plate,1ad9250b87620a54,train,1ad9250b87620a54.jpg,train,https://farm5.staticflickr.com/7479/15710572437_9b3f7ffe64_o.jpg,https://www.flickr.com/photos/cogdog/15710572437,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/cogdog/,Alan Levine,Hippy Doctor,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1aec439ac6595acf,1aec439ac6595acf.jpg,1aec439ac6595acf.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1aec439ac6595acf.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1aec439ac6595acf.txt,1024,768,2,0,0,0.0,REAL,False,license_plate,1aec439ac6595acf,train,1aec439ac6595acf.jpg,train,https://c8.staticflickr.com/3/2853/10784771284_21bd18597a_o.jpg,https://www.flickr.com/photos/rustejunk/10784771284,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/rustejunk/,Richard Bauer,Kennewick PD getting a coffee,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1af5163a7789e8eb,1af5163a7789e8eb.jpg,1af5163a7789e8eb.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1af5163a7789e8eb.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1af5163a7789e8eb.txt,1024,681,1,0,0,0.0,REAL,False,license_plate,1af5163a7789e8eb,train,1af5163a7789e8eb.jpg,train,https://c4.staticflickr.com/4/3192/3002727508_4e7a86110b_o.jpg,https://www.flickr.com/photos/daita/3002727508,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/daita/,daita saru,Rally Japan 2008 Day1 - Sapporo dome SSS,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1af54be605a0f1d5,1af54be605a0f1d5.jpg,1af54be605a0f1d5.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1af54be605a0f1d5.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1af54be605a0f1d5.txt,768,1024,1,0,0,0.0,REAL,False,license_plate,1af54be605a0f1d5,train,1af54be605a0f1d5.jpg,train,https://farm6.staticflickr.com/8334/8105990382_562943afc6_o.jpg,https://www.flickr.com/photos/samuir/8105990382,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/samuir/,shrinkin&#x27;violet,Castle Combe,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1b06e8bcdc80e5b2,1b06e8bcdc80e5b2.jpg,1b06e8bcdc80e5b2.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1b06e8bcdc80e5b2.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1b06e8bcdc80e5b2.txt,1024,768,2,0,0,0.0,REAL,False,license_plate,1b06e8bcdc80e5b2,train,1b06e8bcdc80e5b2.jpg,train,https://farm3.staticflickr.com/3399/4648129321_d665286834_o.jpg,https://www.flickr.com/photos/8058098@N07/4648129321,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/8058098@N07/,nakhon100,BMW 335i,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1b089382aede1f3e,1b089382aede1f3e.jpg,1b089382aede1f3e.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1b089382aede1f3e.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1b089382aede1f3e.txt,1024,768,1,0,0,0.0,REAL,False,license_plate,1b089382aede1f3e,train,1b089382aede1f3e.jpg,train,https://c7.staticflickr.com/1/70/157448359_c85ce69444_o.jpg,https://www.flickr.com/photos/tostie14/157448359,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/tostie14/,Kevin Tostado,Phantom Blue RX-8 026,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1b0a872d5d00436e,1b0a872d5d00436e.jpg,1b0a872d5d00436e.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1b0a872d5d00436e.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1b0a872d5d00436e.txt,1024,768,1,0,0,0.0,REAL,False,license_plate,1b0a872d5d00436e,train,1b0a872d5d00436e.jpg,train,https://c7.staticflickr.com/5/4020/5155544933_74594fd40c_o.jpg,https://www.flickr.com/photos/infrogmation/5155544933,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/infrogmation/,Infrogmation of New Orleans,Marigny Halloween Tacos,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1b13b483f752b9e6,1b13b483f752b9e6.jpg,1b13b483f752b9e6.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1b13b483f752b9e6.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1b13b483f752b9e6.txt,1024,681,2,0,0,0.0,REAL,False,license_plate,1b13b483f752b9e6,train,1b13b483f752b9e6.jpg,train,https://farm7.staticflickr.com/3622/3370890988_f172bd79bc_o.jpg,https://www.flickr.com/photos/wonderlane/3370890988,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/wonderlane/,Wonderlane,"Mexicali, Mexico",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1b4c53d495ceaaf7,1b4c53d495ceaaf7.jpg,1b4c53d495ceaaf7.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1b4c53d495ceaaf7.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1b4c53d495ceaaf7.txt,1024,768,1,0,0,0.0,REAL,False,license_plate,1b4c53d495ceaaf7,train,1b4c53d495ceaaf7.jpg,train,https://farm8.staticflickr.com/3093/2613022473_a7ba9e4fbc_o.jpg,https://www.flickr.com/photos/inkiboo/2613022473,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/inkiboo/,Gerard McGovern,Ferrari 456E (Estate),https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1b504402a0dd38a9,1b504402a0dd38a9.jpg,1b504402a0dd38a9.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1b504402a0dd38a9.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1b504402a0dd38a9.txt,768,1024,1,0,0,0.0,REAL,False,license_plate,1b504402a0dd38a9,train,1b504402a0dd38a9.jpg,train,https://c2.staticflickr.com/9/8176/8072765872_05b082110f_o.jpg,https://www.flickr.com/photos/gudlyf/8072765872,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/gudlyf/,Keith McDuffee,Day 279: Sticker,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1b512cdb1ef5cc48,1b512cdb1ef5cc48.jpg,1b512cdb1ef5cc48.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1b512cdb1ef5cc48.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1b512cdb1ef5cc48.txt,1024,685,1,0,0,0.0,REAL,False,license_plate,1b512cdb1ef5cc48,train,1b512cdb1ef5cc48.jpg,train,https://c1.staticflickr.com/3/2822/11147273293_10b5bb9b98_o.jpg,https://www.flickr.com/photos/21218849@N03/11147273293,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/21218849@N03/,Samuel Mann,Dunedin Santa Parade 2013,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1b55621372668519,1b55621372668519.jpg,1b55621372668519.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1b55621372668519.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1b55621372668519.txt,1024,683,1,0,0,0.0,REAL,False,license_plate,1b55621372668519,train,1b55621372668519.jpg,train,https://c2.staticflickr.com/6/5599/15423800336_5aa0b4e2e5_o.jpg,https://www.flickr.com/photos/juanedc/15423800336,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/juanedc/,Juanedc,VIII Maratón de Zaragoza,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1b682252a10cf696,1b682252a10cf696.jpg,1b682252a10cf696.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1b682252a10cf696.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1b682252a10cf696.txt,1024,768,2,0,0,0.0,REAL,False,license_plate,1b682252a10cf696,train,1b682252a10cf696.jpg,train,https://farm7.staticflickr.com/4106/4983526926_8ed48d19cf_o.jpg,https://www.flickr.com/photos/75001512@N00/4983526926/,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/75001512@N00/,Joel Kramer,vol fan mobile,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1b7a433b6c771698,1b7a433b6c771698.jpg,1b7a433b6c771698.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1b7a433b6c771698.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1b7a433b6c771698.txt,1024,639,1,0,0,0.0,REAL,False,license_plate,1b7a433b6c771698,train,1b7a433b6c771698.jpg,train,https://c1.staticflickr.com/6/5575/14655193083_0ab5d89907_o.jpg,https://www.flickr.com/photos/grassrootsgroundswell/14655193083,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/grassrootsgroundswell/,grassrootsgroundswell,Brighton and Hove Bus,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1b7f7559166d6857,1b7f7559166d6857.jpg,1b7f7559166d6857.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1b7f7559166d6857.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1b7f7559166d6857.txt,1024,1024,1,1,0,0.000859374999999999,REAL,False,license_plate,1b7f7559166d6857,train,1b7f7559166d6857.jpg,train,https://farm8.staticflickr.com/7497/15706716810_1b1c645227_o.jpg,https://www.flickr.com/photos/roland/15706716810,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/roland/,Roland Tanglao,20141127_133712,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1b8174db710a27b9,1b8174db710a27b9.jpg,1b8174db710a27b9.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1b8174db710a27b9.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1b8174db710a27b9.txt,1024,685,1,0,0,0.0,REAL,False,license_plate,1b8174db710a27b9,train,1b8174db710a27b9.jpg,train,https://c2.staticflickr.com/8/7063/6916036921_62a7a7aef0_o.jpg,https://www.flickr.com/photos/rocketman80120/6916036921,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/rocketman80120/,Rick&#x27;s Images,Untitled,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1b9b1d81630dbfc2,1b9b1d81630dbfc2.jpg,1b9b1d81630dbfc2.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1b9b1d81630dbfc2.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1b9b1d81630dbfc2.txt,1024,768,2,0,0,0.0,REAL,False,license_plate,1b9b1d81630dbfc2,train,1b9b1d81630dbfc2.jpg,train,https://farm3.staticflickr.com/4110/4965555109_efa1e8e00d_o.jpg,https://www.flickr.com/photos/msvg/4965555109,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/msvg/,Michael Gil,Hyundai Genesis,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1ba3ccf7f4741410,1ba3ccf7f4741410.jpg,1ba3ccf7f4741410.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1ba3ccf7f4741410.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1ba3ccf7f4741410.txt,1024,769,1,0,0,0.0,REAL,False,license_plate,1ba3ccf7f4741410,train,1ba3ccf7f4741410.jpg,train,https://farm1.staticflickr.com/5534/11399328665_7cc615d3d4_o.jpg,https://www.flickr.com/photos/micsworld/11399328665,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/micsworld/,Mic,"Dieppe, Seine-Maritime - France",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1bc3496b5696ec75,1bc3496b5696ec75.jpg,1bc3496b5696ec75.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1bc3496b5696ec75.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1bc3496b5696ec75.txt,1024,768,2,0,0,0.0,REAL,False,license_plate,1bc3496b5696ec75,train,1bc3496b5696ec75.jpg,train,https://farm6.staticflickr.com/3224/2607869692_01eda5b6d2_o.jpg,https://www.flickr.com/photos/sixteenmilesofstring/2607869692,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/sixteenmilesofstring/,Timothy Vollmer,mybikelane.com violation #11,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1bc7681a45b589c2,1bc7681a45b589c2.jpg,1bc7681a45b589c2.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1bc7681a45b589c2.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1bc7681a45b589c2.txt,1024,729,2,1,0,0.0001637500000000007,REAL,False,license_plate,1bc7681a45b589c2,train,1bc7681a45b589c2.jpg,train,https://farm3.staticflickr.com/4086/5054620375_60ed928af3_o.jpg,https://www.flickr.com/photos/micsworld/5054620375,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/micsworld/,Mic,"Paris, France",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1bdde97c17e70da1,1bdde97c17e70da1.jpg,1bdde97c17e70da1.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1bdde97c17e70da1.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1bdde97c17e70da1.txt,1024,615,1,0,0,0.0,REAL,False,license_plate,1bdde97c17e70da1,train,1bdde97c17e70da1.jpg,train,https://farm2.staticflickr.com/6169/6165785190_d9650f304e_o.jpg,https://www.flickr.com/photos/rusty_clark/6165785190,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/rusty_clark/,Rusty Clark - On the Air M-F 8am-noon,Pittsfield MA,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1be9c1e1695d2252,1be9c1e1695d2252.jpg,1be9c1e1695d2252.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1be9c1e1695d2252.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1be9c1e1695d2252.txt,1024,683,1,0,0,0.0,REAL,False,license_plate,1be9c1e1695d2252,train,1be9c1e1695d2252.jpg,train,https://farm3.staticflickr.com/7546/15947168991_9bc0211920_o.jpg,https://www.flickr.com/photos/elsiehui/15947168991,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/elsiehui/,Elsie Hui,"Cafe HK - Calgary, Alberta",https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1becac4e4c3e29d6,1becac4e4c3e29d6.jpg,1becac4e4c3e29d6.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1becac4e4c3e29d6.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1becac4e4c3e29d6.txt,1024,710,2,0,0,0.0,REAL,False,license_plate,1becac4e4c3e29d6,train,1becac4e4c3e29d6.jpg,train,https://farm7.staticflickr.com/5486/9297105901_f9bb192f8e_o.jpg,https://www.flickr.com/photos/13476480@N07/9297105901,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/13476480@N07/,manhhai,Saigon 1967,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1bf1208c64e53ed8,1bf1208c64e53ed8.jpg,1bf1208c64e53ed8.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1bf1208c64e53ed8.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1bf1208c64e53ed8.txt,1024,680,1,0,0,0.0,REAL,False,license_plate,1bf1208c64e53ed8,train,1bf1208c64e53ed8.jpg,train,https://c1.staticflickr.com/5/4146/5036380590_d371aacd87_o.jpg,https://www.flickr.com/photos/khalidalbaih/5036380590,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/khalidalbaih/,Khalid Albaih,Morning Que,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1c00790f8e592ab2,1c00790f8e592ab2.jpg,1c00790f8e592ab2.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1c00790f8e592ab2.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1c00790f8e592ab2.txt,1024,576,1,0,0,0.0,REAL,False,license_plate,1c00790f8e592ab2,train,1c00790f8e592ab2.jpg,train,https://farm3.staticflickr.com/668/21632988376_e70141b6cf_o.jpg,https://www.flickr.com/photos/gammaman/21632988376,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/gammaman/,Eli Christman,Opa Opa!,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
open_images_v7,train,1c08e751db8676bb,1c08e751db8676bb.jpg,1c08e751db8676bb.txt,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/images/train/1c08e751db8676bb.jpg,AI/PlateDetector/datasets/raw/open_images_lp_kaggle/labels/train/1c08e751db8676bb.txt,1024,1024,1,0,0,0.0,REAL,False,license_plate,1c08e751db8676bb,train,1c08e751db8676bb.jpg,train,https://c4.staticflickr.com/4/3850/14942706305_e039b0d876_o.jpg,https://www.flickr.com/photos/esharkj/14942706305,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/esharkj/,esharkj,upload,https://storage.googleapis.com/openimages/2018_04/train/train-images-boxable-with-rotation.csv,AI/PlateDetector/datasets/provenance/open_images_lp_kaggle/open_images_provenance.csv
