source_group,variant_index,variant_count,split,filename,plate_instance_count,review_status
0_18_hr_png_jpg,1,1,train,0_18_hr_png_jpg.rf.cf7e6fe73b51487c28aeef9f47c7ca65.jpg,1,reject_plate_or_ocr_crop
0_19_hr_png_jpg,1,2,train,0_19_hr_png_jpg.rf.01b6cf24c71761b6198ca8aad14f7329.jpg,1,accepted_training_positive
0_19_hr_png_jpg,2,2,train,0_19_hr_png_jpg.rf.92d47f6deaa6d6c73ff0e37a2c9a11d3.jpg,1,accepted_training_positive
0_1_hr_png_jpg,1,1,train,0_1_hr_png_jpg.rf.dfd36667996b87b1c784edcc93cca491.jpg,1,reject_plate_or_ocr_crop
0_20_hr_png_jpg,1,1,train,0_20_hr_png_jpg.rf.74c0fab99c7cfd65005145fb8226d5a8.jpg,1,reject_plate_or_ocr_crop
0_21_hr_png_jpg,1,1,train,0_21_hr_png_jpg.rf.4b7e50c2b90dd95db3d242762ce189b7.jpg,1,reject_plate_or_ocr_crop
0_22_hr_png_jpg,1,1,train,0_22_hr_png_jpg.rf.e1623888c6d2445916bbeb40ec593680.jpg,1,accepted_training_positive
0_23_hr_png_jpg,1,1,train,0_23_hr_png_jpg.rf.b3c1c42d3e6026de4645051c34579cad.jpg,1,reject_plate_or_ocr_crop
0_2_hr_png_jpg,1,1,train,0_2_hr_png_jpg.rf.a0ccb83c609b73607b27420711e8c1b0.jpg,1,reject_plate_or_ocr_crop
0_3_hr_png_jpg,1,2,test,0_3_hr_png_jpg.rf.c679897f52689da139e29adc623291fd.jpg,1,reject_plate_or_ocr_crop
0_3_hr_png_jpg,2,2,valid,0_3_hr_png_jpg.rf.afe9d71854f89b1eaaf71d02b24c0230.jpg,1,reject_plate_or_ocr_crop
0_4_hr_png_jpg,1,1,train,0_4_hr_png_jpg.rf.144ed7faecc0a4c7ec39a2d2ef18dcfa.jpg,1,reject_plate_or_ocr_crop
0_5_hr_png_jpg,1,1,train,0_5_hr_png_jpg.rf.fdf62b68f43db3c53790f92ccdf13490.jpg,1,reject_plate_or_ocr_crop
0_6_hr_png_jpg,1,2,train,0_6_hr_png_jpg.rf.b1feec9a81e1531e724c9f2448d4682b.jpg,1,reject_plate_or_ocr_crop
0_6_hr_png_jpg,2,2,train,0_6_hr_png_jpg.rf.e817334d07cc12594d9431178b774e60.jpg,1,reject_plate_or_ocr_crop
0_7_hr_png_jpg,1,1,train,0_7_hr_png_jpg.rf.da7b8943dc2217484380a55222ef2c09.jpg,1,reject_plate_or_ocr_crop
0_8_hr_png_jpg,1,2,train,0_8_hr_png_jpg.rf.6fd08d0b2634c22cde6b9a7e59f90cbf.jpg,1,reject_plate_or_ocr_crop
0_8_hr_png_jpg,2,2,train,0_8_hr_png_jpg.rf.81da8a9ceee695ea0e0b98bcccdccbfd.jpg,1,reject_plate_or_ocr_crop
0_9_hr_png_jpg,1,1,train,0_9_hr_png_jpg.rf.5905b0a4da899c07f4840200da2cd101.jpg,1,reject_plate_or_ocr_crop
0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg,1,5,test,0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg.rf.beb99d4c8e4121312415a08fbd092fea.jpg,1,accepted_training_positive
0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg,2,5,test,0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg.rf.e0b845c678ee1714857d336bf3380c29.jpg,1,accepted_training_positive
0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg,3,5,train,0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg.rf.29b150ef1782f47324cc14e88bf3a2c4.jpg,1,accepted_training_positive
0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg,4,5,train,0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg.rf.8d364980ad1076c4d3a884ad93c060e3.jpg,4,reject_mosaic_collage
0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg,5,5,valid,0a0a26ce-fe54-4899-bc7f-0d75233527c5_jpg.rf.39ba703ea3b98ab9342496fe4bed3002.jpg,1,accepted_training_positive
0a2bdc41-3f28-4ea8-b30f-74eebbe8e7ae_jpg,1,2,train,0a2bdc41-3f28-4ea8-b30f-74eebbe8e7ae_jpg.rf.b1e1ad6d54df459c329e04b8bb7aea19.jpg,1,accepted_training_positive
0a2bdc41-3f28-4ea8-b30f-74eebbe8e7ae_jpg,2,2,valid,0a2bdc41-3f28-4ea8-b30f-74eebbe8e7ae_jpg.rf.457cd20c77f82435b86c376eec571c0e.jpg,4,reject_mosaic_collage
0a4ada79-be27-4c1e-8243-31dc9c35c134_jpg,1,2,valid,0a4ada79-be27-4c1e-8243-31dc9c35c134_jpg.rf.12f93bd519581c0ce030161d106be67b.jpg,1,accepted_training_positive
0a4ada79-be27-4c1e-8243-31dc9c35c134_jpg,2,2,valid,0a4ada79-be27-4c1e-8243-31dc9c35c134_jpg.rf.a71819c71539e0624632986a0ba3352d.jpg,1,accepted_training_positive
0a7512fb-29e3-4168-a064-aeeff447574d_jpg,1,3,test,0a7512fb-29e3-4168-a064-aeeff447574d_jpg.rf.02362da7e3839df4bd4ca98d4d0c2e00.jpg,5,reject_mosaic_collage
0a7512fb-29e3-4168-a064-aeeff447574d_jpg,2,3,test,0a7512fb-29e3-4168-a064-aeeff447574d_jpg.rf.cbc30801f3101d0f066d94b38ec58bd1.jpg,1,accepted_training_positive
0a7512fb-29e3-4168-a064-aeeff447574d_jpg,3,3,valid,0a7512fb-29e3-4168-a064-aeeff447574d_jpg.rf.f5618195e07dca2b2f71e90e9f1846a6.jpg,1,accepted_training_positive
0a833c1b-9dad-4250-bbe8-ede56ee6e03c_jpg,1,2,train,0a833c1b-9dad-4250-bbe8-ede56ee6e03c_jpg.rf.63fab773ea12da6db17e1c30afd746c7.jpg,1,accepted_training_positive
0a833c1b-9dad-4250-bbe8-ede56ee6e03c_jpg,2,2,train,0a833c1b-9dad-4250-bbe8-ede56ee6e03c_jpg.rf.8e5ab3f5c21a509bb2312dfd1fcde923.jpg,1,accepted_training_positive
0aa74853-a1c3-44a4-b308-354c933988aa_jpg,1,2,train,0aa74853-a1c3-44a4-b308-354c933988aa_jpg.rf.139d53e59735f04129c13277b7934b2b.jpg,2,reject_mosaic_collage
0aa74853-a1c3-44a4-b308-354c933988aa_jpg,2,2,train,0aa74853-a1c3-44a4-b308-354c933988aa_jpg.rf.680c90067fbd26f11b0e846122aa24fb.jpg,1,accepted_training_positive
0aa91640-eb86-4d44-9a5c-b65b90dbe97a_jpg,1,1,train,0aa91640-eb86-4d44-9a5c-b65b90dbe97a_jpg.rf.51dff357c8e67f990c5d2b9563f4fbf7.jpg,1,accepted_training_positive
0ab37b31-a9e1-4943-81cd-aae4e7198026_jpg,1,3,train,0ab37b31-a9e1-4943-81cd-aae4e7198026_jpg.rf.1012ba03d1c71f2e54892a718e9f91fa.jpg,1,accepted_training_positive
0ab37b31-a9e1-4943-81cd-aae4e7198026_jpg,2,3,train,0ab37b31-a9e1-4943-81cd-aae4e7198026_jpg.rf.58169583a9df7c2c040bf4226ba0d300.jpg,1,accepted_training_positive
0ab37b31-a9e1-4943-81cd-aae4e7198026_jpg,3,3,train,0ab37b31-a9e1-4943-81cd-aae4e7198026_jpg.rf.5d931a586c1b612667185e494cda1c00.jpg,1,accepted_training_positive
0ab47076-3456-4314-9d81-a32a80169984_jpg,1,3,train,0ab47076-3456-4314-9d81-a32a80169984_jpg.rf.27c5dad0c00ac5c3eb04b4beabdb40ca.jpg,1,accepted_training_positive
0ab47076-3456-4314-9d81-a32a80169984_jpg,2,3,train,0ab47076-3456-4314-9d81-a32a80169984_jpg.rf.7508ff19c2beb4598c4fcd266104c67a.jpg,1,accepted_training_positive
0ab47076-3456-4314-9d81-a32a80169984_jpg,3,3,valid,0ab47076-3456-4314-9d81-a32a80169984_jpg.rf.3cc3dcbc80bf92306abc5af016070a2c.jpg,3,reject_mosaic_collage
0ab6ad04-0e68-4061-999a-1b47475c22a5_jpg,1,6,test,0ab6ad04-0e68-4061-999a-1b47475c22a5_jpg.rf.4d59e7d6f8a597b56a8db0d32f45899e.jpg,1,accepted_training_positive
0ab6ad04-0e68-4061-999a-1b47475c22a5_jpg,2,6,train,0ab6ad04-0e68-4061-999a-1b47475c22a5_jpg.rf.11b110fb72450e7bb4fb4034e9ef94e1.jpg,1,accepted_training_positive
0ab6ad04-0e68-4061-999a-1b47475c22a5_jpg,3,6,train,0ab6ad04-0e68-4061-999a-1b47475c22a5_jpg.rf.7bb6a135745e6b6deb16fcc8445db05f.jpg,1,accepted_training_positive
0ab6ad04-0e68-4061-999a-1b47475c22a5_jpg,4,6,train,0ab6ad04-0e68-4061-999a-1b47475c22a5_jpg.rf.867eb375d65516faa12fecaec352ecdd.jpg,3,reject_mosaic_collage
0ab6ad04-0e68-4061-999a-1b47475c22a5_jpg,5,6,train,0ab6ad04-0e68-4061-999a-1b47475c22a5_jpg.rf.e3c3581bdeeb59878b8ea101c472999f.jpg,3,reject_mosaic_collage
0ab6ad04-0e68-4061-999a-1b47475c22a5_jpg,6,6,valid,0ab6ad04-0e68-4061-999a-1b47475c22a5_jpg.rf.890affc7468a78988118342beb3f6d1f.jpg,2,reject_mosaic_collage
0af2e6a3-4ea7-4ab6-a4ab-8382b8533375_jpg,1,2,train,0af2e6a3-4ea7-4ab6-a4ab-8382b8533375_jpg.rf.061864c66aac348378928e1b3d3b896f.jpg,1,accepted_training_positive
0af2e6a3-4ea7-4ab6-a4ab-8382b8533375_jpg,2,2,train,0af2e6a3-4ea7-4ab6-a4ab-8382b8533375_jpg.rf.19a61b65418974878bcd1927add1dec0.jpg,1,accepted_training_positive
0af39d30-64c3-44f7-a5de-2ea676f02381_jpg,1,2,test,0af39d30-64c3-44f7-a5de-2ea676f02381_jpg.rf.1169dbade98c5db515bf0ebe7a5862d0.jpg,1,accepted_training_positive
0af39d30-64c3-44f7-a5de-2ea676f02381_jpg,2,2,valid,0af39d30-64c3-44f7-a5de-2ea676f02381_jpg.rf.7795449f1dbaea73bd5f803af20844d0.jpg,1,accepted_training_positive
0b00249f-96cd-4852-b9a5-5701f81d9f62_jpg,1,1,train,0b00249f-96cd-4852-b9a5-5701f81d9f62_jpg.rf.52d40b5e8a51d9c50867227c186a082b.jpg,1,accepted_training_positive
0b684845-8284-4015-bd84-2495db69eea1_jpg,1,3,test,0b684845-8284-4015-bd84-2495db69eea1_jpg.rf.abfa97f1d6d44ed4ea700c43140b0afd.jpg,4,reject_mosaic_collage
0b684845-8284-4015-bd84-2495db69eea1_jpg,2,3,train,0b684845-8284-4015-bd84-2495db69eea1_jpg.rf.daff96b71976f7cac0243ebd5e428541.jpg,1,accepted_training_positive
0b684845-8284-4015-bd84-2495db69eea1_jpg,3,3,valid,0b684845-8284-4015-bd84-2495db69eea1_jpg.rf.78288c9b54cf8642acda6c258cb6eec6.jpg,1,accepted_training_positive
0b8e31b4-fa34-4b55-81c6-10e0daa248a8_jpg,1,1,test,0b8e31b4-fa34-4b55-81c6-10e0daa248a8_jpg.rf.9d55841363842ffab3fb4216cc7a3ce2.jpg,1,accepted_training_positive
0ba0aa78-a3f8-43a3-9b72-0f47b34ecc94_jpg,1,5,train,0ba0aa78-a3f8-43a3-9b72-0f47b34ecc94_jpg.rf.251a3c997b03db9200aa2c1c1a8c4382.jpg,1,reject_plate_or_ocr_crop
0ba0aa78-a3f8-43a3-9b72-0f47b34ecc94_jpg,2,5,train,0ba0aa78-a3f8-43a3-9b72-0f47b34ecc94_jpg.rf.5ee64caa0abf02ff25edd5a5a9157015.jpg,1,reject_plate_or_ocr_crop
0ba0aa78-a3f8-43a3-9b72-0f47b34ecc94_jpg,3,5,train,0ba0aa78-a3f8-43a3-9b72-0f47b34ecc94_jpg.rf.633bc6656f6590473778a601b69a495b.jpg,4,reject_mosaic_collage
0ba0aa78-a3f8-43a3-9b72-0f47b34ecc94_jpg,4,5,train,0ba0aa78-a3f8-43a3-9b72-0f47b34ecc94_jpg.rf.e78b1026a0b477b4c7b8a5dd31005f95.jpg,4,reject_mosaic_collage
0ba0aa78-a3f8-43a3-9b72-0f47b34ecc94_jpg,5,5,valid,0ba0aa78-a3f8-43a3-9b72-0f47b34ecc94_jpg.rf.49eef80686bcd8670e6ee086c6fa4b2c.jpg,1,reject_plate_or_ocr_crop
0baafb32-0841-422f-ae14-ef5c9b7c2dee_jpg,1,3,train,0baafb32-0841-422f-ae14-ef5c9b7c2dee_jpg.rf.062fdc62e642ef017a0ed16bfaa6aadf.jpg,1,accepted_training_positive
0baafb32-0841-422f-ae14-ef5c9b7c2dee_jpg,2,3,train,0baafb32-0841-422f-ae14-ef5c9b7c2dee_jpg.rf.9bef1d32af3bbcbe2aee860f6fbeabcd.jpg,4,reject_mosaic_collage
0baafb32-0841-422f-ae14-ef5c9b7c2dee_jpg,3,3,train,0baafb32-0841-422f-ae14-ef5c9b7c2dee_jpg.rf.cbe1367c1128a0d25e9586c1161774bc.jpg,4,reject_mosaic_collage
0bae52ad-a0c4-4cca-91bb-1fc71c0d24c5_jpg,1,3,train,0bae52ad-a0c4-4cca-91bb-1fc71c0d24c5_jpg.rf.ab1365c07da960fbccf4135b6178f05d.jpg,1,accepted_training_positive
0bae52ad-a0c4-4cca-91bb-1fc71c0d24c5_jpg,2,3,valid,0bae52ad-a0c4-4cca-91bb-1fc71c0d24c5_jpg.rf.0ddfdc9eb9876ef790e982140725d3d6.jpg,1,accepted_training_positive
0bae52ad-a0c4-4cca-91bb-1fc71c0d24c5_jpg,3,3,valid,0bae52ad-a0c4-4cca-91bb-1fc71c0d24c5_jpg.rf.e541d46460740f448c051b43df05e860.jpg,4,reject_mosaic_collage
0bb136d8-41f0-4517-b94c-0b0f26e07d3c_jpg,1,1,valid,0bb136d8-41f0-4517-b94c-0b0f26e07d3c_jpg.rf.d5440d5e1e894340057aa2bc81bd65ef.jpg,4,reject_mosaic_collage
0bc12f56-a96e-48ef-a91c-d67b66167e55_jpg,1,1,train,0bc12f56-a96e-48ef-a91c-d67b66167e55_jpg.rf.1f5017c92ee905b80ef06999279133d7.jpg,1,reject_plate_or_ocr_crop
0bc56866-37ab-44fe-9b2e-90874c3e6a02_jpg,1,3,test,0bc56866-37ab-44fe-9b2e-90874c3e6a02_jpg.rf.02a4388a26063e4d57bd38d502dbeb6f.jpg,1,reject_plate_or_ocr_crop
0bc56866-37ab-44fe-9b2e-90874c3e6a02_jpg,2,3,test,0bc56866-37ab-44fe-9b2e-90874c3e6a02_jpg.rf.102d1a0c2386bf5a50788ef661ee10ad.jpg,1,reject_plate_or_ocr_crop
0bc56866-37ab-44fe-9b2e-90874c3e6a02_jpg,3,3,valid,0bc56866-37ab-44fe-9b2e-90874c3e6a02_jpg.rf.13c560c3e7fbdc82bb3cdf11c5270675.jpg,3,reject_mosaic_collage
0bc938ee-0844-428f-98fb-0a99397c93dd_jpg,1,1,train,0bc938ee-0844-428f-98fb-0a99397c93dd_jpg.rf.3c58c50a011eb9d38d097f061d7fb16d.jpg,1,accepted_training_positive
0bf35accf04af9f9_jpg,1,2,train,0bf35accf04af9f9_jpg.rf.6ba81de8456c5a65cef0961660c778ff.jpg,1,reject_plate_or_ocr_crop
0bf35accf04af9f9_jpg,2,2,train,0bf35accf04af9f9_jpg.rf.c443207e3a6a4c38b233698a904dc739.jpg,1,reject_plate_or_ocr_crop
0bf9cfd5-2bf2-4c39-b116-3aa6016c1b93_jpg,1,3,train,0bf9cfd5-2bf2-4c39-b116-3aa6016c1b93_jpg.rf.b632bb0af5dbbe07df6c52cf119e461f.jpg,1,accepted_training_positive
0bf9cfd5-2bf2-4c39-b116-3aa6016c1b93_jpg,2,3,train,0bf9cfd5-2bf2-4c39-b116-3aa6016c1b93_jpg.rf.db1cbec4ba85137dda04f2122ece88a6.jpg,1,accepted_training_positive
0bf9cfd5-2bf2-4c39-b116-3aa6016c1b93_jpg,3,3,train,0bf9cfd5-2bf2-4c39-b116-3aa6016c1b93_jpg.rf.e303446164c4d3b03a787f6527b1bf1d.jpg,4,reject_mosaic_collage
0c0505d1-d3b3-4d54-b18d-ea2eaee9386d_jpg,1,1,train,0c0505d1-d3b3-4d54-b18d-ea2eaee9386d_jpg.rf.d32b1221e26a891031b9993df87c268d.jpg,2,accepted_training_positive
0c090580-6358-4605-aba1-9d4608154de2_jpg,1,1,train,0c090580-6358-4605-aba1-9d4608154de2_jpg.rf.490650e0ad942318cc4f4957e2567149.jpg,1,accepted_training_positive
0c514644-5fd8-475c-b6d0-43436399c59d_jpg,1,4,test,0c514644-5fd8-475c-b6d0-43436399c59d_jpg.rf.9bc1ef40f8916522b132c47dc9fe615c.jpg,1,accepted_training_positive
0c514644-5fd8-475c-b6d0-43436399c59d_jpg,2,4,train,0c514644-5fd8-475c-b6d0-43436399c59d_jpg.rf.17f848b019653677167fc248011fbe89.jpg,1,accepted_training_positive
0c514644-5fd8-475c-b6d0-43436399c59d_jpg,3,4,train,0c514644-5fd8-475c-b6d0-43436399c59d_jpg.rf.78a74cb3586eeef924eaa70fac861ad2.jpg,1,accepted_training_positive
0c514644-5fd8-475c-b6d0-43436399c59d_jpg,4,4,train,0c514644-5fd8-475c-b6d0-43436399c59d_jpg.rf.9c54610c9b2daeac791a360ae4b15115.jpg,1,accepted_training_positive
0c570f3d-1643-4531-8d3c-6ffcb3fd6487_jpg,1,3,train,0c570f3d-1643-4531-8d3c-6ffcb3fd6487_jpg.rf.1402a8a39374eec70bffe9268370018f.jpg,4,reject_mosaic_collage
0c570f3d-1643-4531-8d3c-6ffcb3fd6487_jpg,2,3,train,0c570f3d-1643-4531-8d3c-6ffcb3fd6487_jpg.rf.4e9a7674285502f811f2ef1441079749.jpg,1,accepted_training_positive
0c570f3d-1643-4531-8d3c-6ffcb3fd6487_jpg,3,3,valid,0c570f3d-1643-4531-8d3c-6ffcb3fd6487_jpg.rf.ce9faa40a35b4277d9459876cd5f1169.jpg,4,reject_mosaic_collage
0c6354e9-6668-4351-92ea-0d9a81f6e5e6_jpg,1,2,train,0c6354e9-6668-4351-92ea-0d9a81f6e5e6_jpg.rf.0c34833670f3bf5c795c12782056e620.jpg,4,reject_mosaic_collage
0c6354e9-6668-4351-92ea-0d9a81f6e5e6_jpg,2,2,train,0c6354e9-6668-4351-92ea-0d9a81f6e5e6_jpg.rf.84bdf870803a47acd8942414da9d82aa.jpg,1,accepted_training_positive
0c66200c-90bc-49a8-a560-db684298057b_jpg,1,4,train,0c66200c-90bc-49a8-a560-db684298057b_jpg.rf.91afa0805b8761e8122ea9afbdd1d08c.jpg,1,accepted_training_positive
0c66200c-90bc-49a8-a560-db684298057b_jpg,2,4,train,0c66200c-90bc-49a8-a560-db684298057b_jpg.rf.995e99bacc55607c7575361e9a2be4d6.jpg,1,accepted_training_positive
0c66200c-90bc-49a8-a560-db684298057b_jpg,3,4,valid,0c66200c-90bc-49a8-a560-db684298057b_jpg.rf.2266212988fa2e2c4d59a8c9ed75b6bb.jpg,1,accepted_training_positive
0c66200c-90bc-49a8-a560-db684298057b_jpg,4,4,valid,0c66200c-90bc-49a8-a560-db684298057b_jpg.rf.3de4ec083fdf4e9e9fe14228a7d9030d.jpg,3,reject_mosaic_collage
0c721292-8fb5-4461-9afc-e9cab1bc6c83_jpg,1,3,test,0c721292-8fb5-4461-9afc-e9cab1bc6c83_jpg.rf.2878610e264d155d4f551dc4bbe00ddd.jpg,1,accepted_training_positive
0c721292-8fb5-4461-9afc-e9cab1bc6c83_jpg,2,3,train,0c721292-8fb5-4461-9afc-e9cab1bc6c83_jpg.rf.0de9076f47a9c2169b92cd1f80160e0e.jpg,3,reject_mosaic_collage
0c721292-8fb5-4461-9afc-e9cab1bc6c83_jpg,3,3,train,0c721292-8fb5-4461-9afc-e9cab1bc6c83_jpg.rf.e0c136f9e8643bf8783c4cc3d7659561.jpg,1,accepted_training_positive
0c73139e-9b6b-483a-8363-1bd40a904489_jpg,1,2,test,0c73139e-9b6b-483a-8363-1bd40a904489_jpg.rf.a027b740598799a51d99d27f8ae34faa.jpg,1,accepted_training_positive
0c73139e-9b6b-483a-8363-1bd40a904489_jpg,2,2,train,0c73139e-9b6b-483a-8363-1bd40a904489_jpg.rf.8c698aefa3b2e8643d6fe48dd7e50798.jpg,3,reject_mosaic_collage
0c7484c9-93ec-46be-9779-d08f7d6d810d_jpg,1,1,valid,0c7484c9-93ec-46be-9779-d08f7d6d810d_jpg.rf.3249d5c1f83a92dc3520d61eab5e9b81.jpg,3,reject_mosaic_collage
0c82cb85-5522-45a7-a130-5e3479f8c800_jpg,1,1,valid,0c82cb85-5522-45a7-a130-5e3479f8c800_jpg.rf.5c096d6d50d1255ed143c310964ae6dc.jpg,1,accepted_training_positive
0c82f9fc-0288-4293-afec-20bcd8d1a8da_jpg,1,2,train,0c82f9fc-0288-4293-afec-20bcd8d1a8da_jpg.rf.0226f6dce6d17fd1dc41ff54046e8789.jpg,1,accepted_training_positive
0c82f9fc-0288-4293-afec-20bcd8d1a8da_jpg,2,2,train,0c82f9fc-0288-4293-afec-20bcd8d1a8da_jpg.rf.15dd30e484bb57876aa4fd6bbed7be5f.jpg,1,accepted_training_positive
0ca390fc-5960-4e38-a4bc-3dcd9f32582e_jpg,1,3,train,0ca390fc-5960-4e38-a4bc-3dcd9f32582e_jpg.rf.17b326e4c8f6bb1eceb03db7ce55ad22.jpg,4,reject_mosaic_collage
0ca390fc-5960-4e38-a4bc-3dcd9f32582e_jpg,2,3,train,0ca390fc-5960-4e38-a4bc-3dcd9f32582e_jpg.rf.700e90d82b808a14d6325d7e3320dc0e.jpg,4,reject_mosaic_collage
0ca390fc-5960-4e38-a4bc-3dcd9f32582e_jpg,3,3,train,0ca390fc-5960-4e38-a4bc-3dcd9f32582e_jpg.rf.7fde4d8b5fab4c6b31a99d0ecf0119c7.jpg,1,reject_plate_or_ocr_crop
0cc12d2b-8c6c-4674-9def-d3cd3bf551f6_jpg,1,1,train,0cc12d2b-8c6c-4674-9def-d3cd3bf551f6_jpg.rf.7ae798121e2c547744c2ff6697cef94f.jpg,1,accepted_training_positive
0cca62d3-b11b-44ef-b3ff-ae782c0bf7cf_jpg,1,4,train,0cca62d3-b11b-44ef-b3ff-ae782c0bf7cf_jpg.rf.749703163cf957a2b73a12479f080927.jpg,3,reject_mosaic_collage
0cca62d3-b11b-44ef-b3ff-ae782c0bf7cf_jpg,2,4,train,0cca62d3-b11b-44ef-b3ff-ae782c0bf7cf_jpg.rf.9d4899e8460f5b5ad110bffe91f687a3.jpg,3,reject_mosaic_collage
0cca62d3-b11b-44ef-b3ff-ae782c0bf7cf_jpg,3,4,train,0cca62d3-b11b-44ef-b3ff-ae782c0bf7cf_jpg.rf.9d986ca4979368b78f2ea6963e7255ea.jpg,1,reject_plate_or_ocr_crop
0cca62d3-b11b-44ef-b3ff-ae782c0bf7cf_jpg,4,4,train,0cca62d3-b11b-44ef-b3ff-ae782c0bf7cf_jpg.rf.dabd9564f2e0cc6950b5ca078790f503.jpg,1,reject_plate_or_ocr_crop
0ccd6b18-705e-48f3-b0df-0cb4797bc515_jpg,1,5,train,0ccd6b18-705e-48f3-b0df-0cb4797bc515_jpg.rf.0f0098b0d7698e36be8dde4cf1a4cb5d.jpg,1,accepted_training_positive
0ccd6b18-705e-48f3-b0df-0cb4797bc515_jpg,2,5,train,0ccd6b18-705e-48f3-b0df-0cb4797bc515_jpg.rf.31d6fcff0d795d895c597b05b46392c6.jpg,3,reject_mosaic_collage
0ccd6b18-705e-48f3-b0df-0cb4797bc515_jpg,3,5,train,0ccd6b18-705e-48f3-b0df-0cb4797bc515_jpg.rf.6660ed05155df991279c0aba45cbb3d2.jpg,3,reject_mosaic_collage
0ccd6b18-705e-48f3-b0df-0cb4797bc515_jpg,4,5,train,0ccd6b18-705e-48f3-b0df-0cb4797bc515_jpg.rf.863c2b061a00ff913cb543a7ffd0d62e.jpg,1,accepted_training_positive
0ccd6b18-705e-48f3-b0df-0cb4797bc515_jpg,5,5,valid,0ccd6b18-705e-48f3-b0df-0cb4797bc515_jpg.rf.194b2d4abd34c782f6c4bae138905e77.jpg,1,accepted_training_positive
0cdae528456599ed_jpg,1,1,train,0cdae528456599ed_jpg.rf.6f4e634f96d7c8974e4a33042653089b.jpg,1,reject_plate_or_ocr_crop
0cfcf734-1182-4404-9d50-1602f2204ec8_jpg,1,1,valid,0cfcf734-1182-4404-9d50-1602f2204ec8_jpg.rf.15fc913340a21d020ea2cd37fded565c.jpg,1,accepted_training_positive
0d0564d8-62c4-46d6-9c1b-38abb4ad78d6_jpg,1,3,train,0d0564d8-62c4-46d6-9c1b-38abb4ad78d6_jpg.rf.3b1e52a92c2f60fb6cef4e288b6bb89c.jpg,1,accepted_training_positive
0d0564d8-62c4-46d6-9c1b-38abb4ad78d6_jpg,2,3,train,0d0564d8-62c4-46d6-9c1b-38abb4ad78d6_jpg.rf.8931bc0419799ba10944ac958a2be709.jpg,1,accepted_training_positive
0d0564d8-62c4-46d6-9c1b-38abb4ad78d6_jpg,3,3,train,0d0564d8-62c4-46d6-9c1b-38abb4ad78d6_jpg.rf.c3a8ff5714d985f14d14351fba574169.jpg,1,accepted_training_positive
0d056ff0-c51e-48af-b9a8-9a01613480b3_jpg,1,3,train,0d056ff0-c51e-48af-b9a8-9a01613480b3_jpg.rf.bf0a932f92c342ada3e1cad8ff05772c.jpg,1,accepted_training_positive
0d056ff0-c51e-48af-b9a8-9a01613480b3_jpg,2,3,train,0d056ff0-c51e-48af-b9a8-9a01613480b3_jpg.rf.e35540894298f783a1f258555353b2b0.jpg,1,accepted_training_positive
0d056ff0-c51e-48af-b9a8-9a01613480b3_jpg,3,3,valid,0d056ff0-c51e-48af-b9a8-9a01613480b3_jpg.rf.9849ab8ac57de5c61e3d33ff50fec0f4.jpg,1,accepted_training_positive
0d146003-732b-497a-b02f-79d874abb035_jpg,1,1,train,0d146003-732b-497a-b02f-79d874abb035_jpg.rf.8362173f82e17ea72e56cee693113fef.jpg,4,reject_mosaic_collage
0d1c47d2-42c5-42d4-857b-e996177b0b69_jpg,1,2,test,0d1c47d2-42c5-42d4-857b-e996177b0b69_jpg.rf.67188ca2092629327753942afa5fdbab.jpg,4,reject_mosaic_collage
0d1c47d2-42c5-42d4-857b-e996177b0b69_jpg,2,2,train,0d1c47d2-42c5-42d4-857b-e996177b0b69_jpg.rf.9cf7bec06c0bdc56f5d58abf9fa9347b.jpg,4,reject_mosaic_collage
0d28fb4e2d131b1d_jpg,1,1,valid,0d28fb4e2d131b1d_jpg.rf.c5a52e7a7e5352f1c58cb91bce79ff22.jpg,1,reject_plate_or_ocr_crop
0d3da2fb-1b05-4f1f-a740-6822ed0bce20_jpg,1,4,train,0d3da2fb-1b05-4f1f-a740-6822ed0bce20_jpg.rf.5af3b48ee6a5a1aace32fa3ddefb1b66.jpg,1,accepted_training_positive
0d3da2fb-1b05-4f1f-a740-6822ed0bce20_jpg,2,4,train,0d3da2fb-1b05-4f1f-a740-6822ed0bce20_jpg.rf.f2b38c4978dfaa8e958481cbc04c18fc.jpg,3,reject_mosaic_collage
0d3da2fb-1b05-4f1f-a740-6822ed0bce20_jpg,3,4,valid,0d3da2fb-1b05-4f1f-a740-6822ed0bce20_jpg.rf.24da051ba8bd7c991d0f15331dae09fd.jpg,3,reject_mosaic_collage
0d3da2fb-1b05-4f1f-a740-6822ed0bce20_jpg,4,4,valid,0d3da2fb-1b05-4f1f-a740-6822ed0bce20_jpg.rf.2f7ac75bc966bcf8c83fe7945a4c590e.jpg,3,reject_mosaic_collage
