source_dataset,source_image_name,box_index,source_class,canonical_class,xmin,ymin,xmax,ymax,image_width,image_height,real_synthetic,allowed_split,source_dataset_url,license_name,license_url,license_reference
elpd,filename_prefix_00634_.png,1,license-plate,license_plate,1414.82,751.91,1530.97,779.58,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00634_.png,2,license-plate,license_plate,177.77,866.97,360.35,925.15,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00635_.png,1,license-plate,license_plate,339.1,670.74,570.51,735.44,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00636_.png,1,license-plate,license_plate,565.4,1169.6,771.28,1227.64,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00637_.png,1,license-plate,license_plate,1197.79,483.74,1332.3,521.2,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00637_.png,2,license-plate,license_plate,308.14,813.88,664.5,906.08,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00638_.png,1,license-plate,license_plate,385.7,603.1,603.24,656.35,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00639_.png,1,license-plate,license_plate,894.82,1155.8,1112.2,1209.7,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00640_.png,1,license-plate,license_plate,652.1,655.18,761.34,708.24,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00641_.png,1,license-plate,license_plate,852.57,584.8,936.41,602.22,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00641_.png,2,license-plate,license_plate,244.11,705.92,462.6,751.3,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00642_.png,1,license-plate,license_plate,782.91,907.12,1135.13,1011.85,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00643_.png,1,license-plate,license_plate,545.23,590.75,677.21,643.81,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00644_.png,1,license-plate,license_plate,426.85,511.94,608.36,556.27,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00645_.png,1,license-plate,license_plate,915.0,515.55,992.44,534.29,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00645_.png,2,license-plate,license_plate,154.56,617.55,292.78,655.45,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00646_.png,1,license-plate,license_plate,485.19,727.05,652.32,797.49,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00647_.png,1,license-plate,license_plate,496.56,876.3,983.3,1059.48,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00648_.png,1,license-plate,license_plate,541.95,997.5,795.76,1073.33,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00648_.png,2,license-plate,license_plate,1324.59,673.28,1409.34,692.82,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00649_.png,1,license-plate,license_plate,730.83,1196.47,903.98,1263.0,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00650_.png,1,license-plate,license_plate,175.4,1015.28,359.22,1082.97,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00650_.png,2,license-plate,license_plate,1406.96,1056.07,1536.0,1128.14,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00651_.png,1,license-plate,license_plate,198.04,615.65,306.32,643.82,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00651_.png,2,license-plate,license_plate,707.0,618.28,806.6,638.5,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00652_.png,1,license-plate,license_plate,180.95,951.7,409.85,1064.99,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00653_.png,1,license-plate,license_plate,266.59,540.3,384.62,573.68,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00653_.png,2,license-plate,license_plate,692.16,894.94,967.31,963.72,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00654_.png,1,license-plate,license_plate,412.7,599.66,551.73,633.6,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00655_.png,1,license-plate,license_plate,302.2,1159.2,475.13,1219.55,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00656_.png,1,license-plate,license_plate,491.08,691.19,617.47,726.79,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00657_.png,1,license-plate,license_plate,562.9,589.5,712.59,638.43,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00658_.png,1,license-plate,license_plate,1211.7,1084.47,1449.27,1146.32,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00659_.png,1,license-plate,license_plate,284.13,716.42,402.43,764.59,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00660_.png,1,license-plate,license_plate,243.03,638.2,431.1,689.03,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00661_.png,1,license-plate,license_plate,434.88,622.74,575.15,659.0,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00662_.png,1,license-plate,license_plate,179.83,566.07,272.3,588.7,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00663_.png,1,license-plate,license_plate,221.18,843.2,381.87,884.82,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00663_.png,2,license-plate,license_plate,1177.7,1034.64,1384.35,1088.8,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00664_.png,1,license-plate,license_plate,0.0,985.27,221.26,1072.86,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00664_.png,2,license-plate,license_plate,1352.33,526.0,1458.7,552.5,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00665_.png,1,license-plate,license_plate,1219.8,1087.91,1439.62,1142.92,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00666_.png,1,license-plate,license_plate,617.2,1084.01,921.45,1170.99,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00667_.png,1,license-plate,license_plate,314.6,781.49,588.57,855.57,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00668_.png,1,license-plate,license_plate,385.64,1087.73,587.6,1142.75,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00669_.png,1,license-plate,license_plate,570.42,959.66,900.85,1052.6,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00670_.png,1,license-plate,license_plate,430.62,799.22,650.9,854.47,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00671_.png,1,license-plate,license_plate,1013.44,1226.94,1282.73,1311.36,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00672_.png,1,license-plate,license_plate,197.55,726.04,353.34,774.39,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00673_.png,1,license-plate,license_plate,403.95,591.99,566.5,636.9,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00674_.png,1,license-plate,license_plate,1302.3,1169.4,1536.0,1255.16,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00675_.png,1,license-plate,license_plate,276.74,437.47,393.64,469.15,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00676_.png,1,license-plate,license_plate,880.22,576.3,1024.0,620.51,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00677_.png,1,license-plate,license_plate,159.07,192.15,245.43,214.92,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00677_.png,2,license-plate,license_plate,401.86,699.38,702.28,772.65,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00678_.png,1,license-plate,license_plate,608.5,593.29,729.33,644.17,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00679_.png,1,license-plate,license_plate,926.8,935.09,1202.4,1065.61,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00680_.png,1,license-plate,license_plate,454.38,1054.23,691.81,1123.12,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00681_.png,1,license-plate,license_plate,281.23,883.2,424.16,923.14,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00682_.png,1,license-plate,license_plate,1444.85,658.25,1536.0,696.66,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00682_.png,2,license-plate,license_plate,435.87,786.6,743.05,875.59,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00683_.png,1,license-plate,license_plate,426.67,626.06,512.28,651.08,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00684_.png,1,license-plate,license_plate,261.94,645.34,509.52,704.49,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00685_.png,1,license-plate,license_plate,1082.62,778.46,1210.95,813.15,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00686_.png,1,license-plate,license_plate,434.99,627.07,563.33,660.56,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00687_.png,1,license-plate,license_plate,1237.27,293.87,1347.37,321.08,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00687_.png,2,license-plate,license_plate,534.7,1138.4,1035.3,1270.14,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00688_.png,1,license-plate,license_plate,681.45,646.47,802.02,687.12,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00689_.png,1,license-plate,license_plate,396.08,805.43,591.86,861.53,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00690_.png,1,license-plate,license_plate,614.37,766.47,915.2,842.1,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00691_.png,1,license-plate,license_plate,445.17,822.25,781.06,922.8,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00692_.png,1,license-plate,license_plate,212.42,759.19,455.52,841.37,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00692_.png,2,license-plate,license_plate,24.88,380.82,140.12,413.49,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00693_.png,1,license-plate,license_plate,437.5,688.91,620.75,733.08,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00694_.png,1,license-plate,license_plate,260.6,755.9,487.55,838.99,1024,1024,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00695_.png,1,license-plate,license_plate,514.12,1076.58,765.63,1140.4,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00696_.png,1,license-plate,license_plate,848.92,1037.58,1005.78,1077.61,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00697_.png,1,license-plate,license_plate,280.35,684.25,512.06,740.0,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00697_.png,2,license-plate,license_plate,1067.32,459.12,1172.68,487.22,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
elpd,filename_prefix_00698_.png,1,license-plate,license_plate,553.17,1027.68,753.59,1092.68,1536,1536,SYNTHETIC,TRAIN_ONLY,https://www.kaggle.com/datasets/tielemarvin/european-license-plate-dataset-elpd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,AI/PlateDetector/datasets/provenance/elpd/elpd_provenance.csv
